ensembl_gene_id	gene_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLG00020000269	snoRNA			NA
ENSAPLG00020000270	protein_coding		actin related protein 3B [Source:NCBI gene;Acc:101796775]	101796775
ENSAPLG00020000271	snRNA		U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	NA
ENSAPLG00020000272	protein_coding	PIGH	phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]	NA
ENSAPLG00020000273	protein_coding			NA
ENSAPLG00020000274	protein_coding	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]	NA
ENSAPLG00020000275	protein_coding			NA
ENSAPLG00020000276	protein_coding	ZHX2	zinc fingers and homeoboxes 2 [Source:NCBI gene;Acc:101794904]	101794904
ENSAPLG00020000277	protein_coding	SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	NA
ENSAPLG00020000278	protein_coding			NA
ENSAPLG00020000279	protein_coding	AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	NA
ENSAPLG00020000280	protein_coding	FHL2	four and a half LIM domains 2 [Source:NCBI gene;Acc:101803397]	101803397
ENSAPLG00020000281	protein_coding	CDC5L	cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]	NA
ENSAPLG00020000282	protein_coding			NA
ENSAPLG00020000283	protein_coding	PNPLA4	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	NA
ENSAPLG00020000284	protein_coding			NA
ENSAPLG00020000285	protein_coding	NCF4	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]	NA
ENSAPLG00020000286	protein_coding	MMAA	metabolism of cobalamin associated A [Source:NCBI gene;Acc:101796154]	101796154
ENSAPLG00020000287	protein_coding	HAS2	hyaluronan synthase 2 [Source:NCBI gene;Acc:101798379]	101798379
ENSAPLG00020000288	protein_coding			NA
ENSAPLG00020000289	lncRNA			NA
ENSAPLG00020000290	protein_coding	CFAP61	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]	NA
ENSAPLG00020000291	protein_coding			NA
ENSAPLG00020000292	protein_coding	PAX9	paired box 9 [Source:NCBI gene;Acc:101791975]	101791975
ENSAPLG00020000293	protein_coding	CABP2	calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1385]	NA
ENSAPLG00020000294	lncRNA			NA
ENSAPLG00020000295	protein_coding	SNTB1	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	NA
ENSAPLG00020000296	protein_coding	DRC1	dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]	NA
ENSAPLG00020000297	protein_coding	NCK2	NCK adaptor protein 2 [Source:NCBI gene;Acc:101802828]	101802828
ENSAPLG00020000298	pseudogene			NA
ENSAPLG00020000299	protein_coding	XRCC2	X-ray repair cross complementing 2 [Source:NCBI gene;Acc:101796468]	101796468
ENSAPLG00020000300	protein_coding	FOLH1	folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788]	NA
ENSAPLG00020000301	protein_coding	ARG2	arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]	NA
ENSAPLG00020000302	protein_coding	STS	steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]	NA
ENSAPLG00020000303	protein_coding	SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	NA
ENSAPLG00020000304	protein_coding			NA
ENSAPLG00020000305	protein_coding	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:NCBI gene;Acc:101802283]	101802283
ENSAPLG00020000306	protein_coding	ZFC3H1	zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]	NA
ENSAPLG00020000307	protein_coding			NA
ENSAPLG00020000308	protein_coding			NA
ENSAPLG00020000309	lncRNA			NA
ENSAPLG00020000310	protein_coding	ECRG4	ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642]	NA
ENSAPLG00020000311	protein_coding			NA
ENSAPLG00020000312	protein_coding	SFXN5	sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]	NA
ENSAPLG00020000313	protein_coding	CDK2AP2	cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	NA
ENSAPLG00020000314	protein_coding			NA
ENSAPLG00020000315	protein_coding	ROBO2	roundabout guidance receptor 2 [Source:HGNC Symbol;Acc:HGNC:10250]	NA
ENSAPLG00020000316	protein_coding			NA
ENSAPLG00020000317	protein_coding		solute carrier organic anion transporter family member 1C1 [Source:NCBI gene;Acc:101799801]	101799801
ENSAPLG00020000318	protein_coding	CLCN3	chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]	NA
ENSAPLG00020000319	protein_coding	NKX2-8	NK2 homeobox 8 [Source:NCBI gene;Acc:113843809]	113843809
ENSAPLG00020000320	pseudogene			NA
ENSAPLG00020000321	protein_coding	PUDP	pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]	NA
ENSAPLG00020000322	protein_coding	MTBP	MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417]	NA
ENSAPLG00020000323	lncRNA			NA
ENSAPLG00020000324	protein_coding	PDXK	pyridoxal kinase [Source:NCBI gene;Acc:101792048]	101792048
ENSAPLG00020000325	protein_coding	VTI1B	vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]	NA
ENSAPLG00020000326	protein_coding	SLC6A18	solute carrier family 6 member 18 [Source:HGNC Symbol;Acc:HGNC:26441]	NA
ENSAPLG00020000327	protein_coding		macrophage mannose receptor 1 [Source:NCBI gene;Acc:106015064]	106015064
ENSAPLG00020000328	protein_coding		opsin-5 [Source:NCBI gene;Acc:101790401]	101790401
ENSAPLG00020000329	pseudogene			NA
ENSAPLG00020000330	protein_coding	NKX2-1	NK2 homeobox 1 [Source:NCBI gene;Acc:101790134]	101790134
ENSAPLG00020000331	protein_coding			NA
ENSAPLG00020000332	protein_coding	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]	NA
ENSAPLG00020000333	misc_RNA		Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	NA
ENSAPLG00020000334	protein_coding			NA
ENSAPLG00020000335	lncRNA			NA
ENSAPLG00020000336	protein_coding	CHST1	carbohydrate sulfotransferase 1 [Source:NCBI gene;Acc:101796672]	101796672
ENSAPLG00020000337	protein_coding	SPR	sepiapterin reductase [Source:NCBI gene;Acc:101791770]	101791770
ENSAPLG00020000338	protein_coding	CRNKL1	crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]	NA
ENSAPLG00020000339	protein_coding	UXS1	UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]	NA
ENSAPLG00020000340	protein_coding	OTUD4	OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]	NA
ENSAPLG00020000341	protein_coding	MBIP	MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427]	NA
ENSAPLG00020000342	protein_coding	SLC39A8	solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]	NA
ENSAPLG00020000343	protein_coding	MMUT	methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]	NA
ENSAPLG00020000344	pseudogene			NA
ENSAPLG00020000345	protein_coding			NA
ENSAPLG00020000346	protein_coding			NA
ENSAPLG00020000347	protein_coding			NA
ENSAPLG00020000348	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLG00020000349	protein_coding	PVALB	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]	NA
ENSAPLG00020000350	protein_coding		Anas platyrhynchos solute carrier family 6 member 19 (SLC6A19), mRNA. [Source:RefSeq mRNA;Acc:NM_001310802]	101791865
ENSAPLG00020000351	protein_coding	ZFYVE19	zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]	NA
ENSAPLG00020000352	protein_coding	SERPINB5	serpin family B member 5 [Source:NCBI gene;Acc:101802688]	101802688
ENSAPLG00020000353	protein_coding			NA
ENSAPLG00020000354	protein_coding	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]	NA
ENSAPLG00020000355	protein_coding			NA
ENSAPLG00020000356	protein_coding	BRMS1L	BRMS1 like transcriptional repressor [Source:NCBI gene;Acc:101789645]	101789645
ENSAPLG00020000357	protein_coding	MRPL13	mitochondrial ribosomal protein L13 [Source:NCBI gene;Acc:106018437]	106018437
ENSAPLG00020000358	protein_coding			NA
ENSAPLG00020000359	protein_coding	NDUFA4	NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]	NA
ENSAPLG00020000360	pseudogene			NA
ENSAPLG00020000361	protein_coding	IFT27	intraflagellar transport 27 [Source:NCBI gene;Acc:101794994]	101794994
ENSAPLG00020000362	protein_coding	HSF2BP	heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]	NA
ENSAPLG00020000363	protein_coding	AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]	NA
ENSAPLG00020000364	protein_coding	TRIM35	tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]	NA
ENSAPLG00020000365	protein_coding		transmembrane protein 126A [Source:NCBI gene;Acc:101791655]	101791655
ENSAPLG00020000366	protein_coding	FBXO34	F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]	NA
ENSAPLG00020000367	protein_coding	CCDC127	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:HGNC:30520]	NA
ENSAPLG00020000368	protein_coding	POGLUT3	protein O-glucosyltransferase 3 [Source:NCBI gene;Acc:101789553]	101789553
ENSAPLG00020000369	protein_coding		solute carrier organic anion transporter family member 1C1 [Source:NCBI gene;Acc:101800257]	101800257
ENSAPLG00020000370	protein_coding	SERPINB11	serpin family B member 11 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14221]	NA
ENSAPLG00020000371	protein_coding	NXPH1	neurexophilin 1 [Source:NCBI gene;Acc:101801372]	101801372
ENSAPLG00020000372	protein_coding			NA
ENSAPLG00020000373	protein_coding		protein phosphatase 1 regulatory inhibitor subunit 14D [Source:NCBI gene;Acc:101805097]	101805097
ENSAPLG00020000374	protein_coding			NA
ENSAPLG00020000375	protein_coding			NA
ENSAPLG00020000376	protein_coding			NA
ENSAPLG00020000377	protein_coding			NA
ENSAPLG00020000378	protein_coding	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]	NA
ENSAPLG00020000379	protein_coding	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]	NA
ENSAPLG00020000380	protein_coding			NA
ENSAPLG00020000381	protein_coding			NA
ENSAPLG00020000382	protein_coding	STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	NA
ENSAPLG00020000383	lncRNA			NA
ENSAPLG00020000384	protein_coding			NA
ENSAPLG00020000385	protein_coding			NA
ENSAPLG00020000386	lncRNA			NA
ENSAPLG00020000387	protein_coding		macrophage mannose receptor 1 [Source:NCBI gene;Acc:101803217]	101803217
ENSAPLG00020000388	protein_coding	PTPN5	protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]	NA
ENSAPLG00020000389	protein_coding			NA
ENSAPLG00020000390	protein_coding			NA
ENSAPLG00020000391	lncRNA			NA
ENSAPLG00020000392	protein_coding	MXRA5	matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]	NA
ENSAPLG00020000393	protein_coding		serine peptidase inhibitor, Kunitz type 1 [Source:NCBI gene;Acc:101804600]	101804600
ENSAPLG00020000394	lncRNA			NA
ENSAPLG00020000395	protein_coding			NA
ENSAPLG00020000396	protein_coding	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:NCBI gene;Acc:101796015]	101796015
ENSAPLG00020000397	protein_coding			NA
ENSAPLG00020000398	protein_coding	COG3	component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]	NA
ENSAPLG00020000399	protein_coding	BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]	NA
ENSAPLG00020000400	protein_coding	ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	NA
ENSAPLG00020000401	protein_coding	GLYATL3	glycine-N-acyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:21349]	NA
ENSAPLG00020000402	lncRNA			NA
ENSAPLG00020000403	protein_coding	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]	NA
ENSAPLG00020000404	protein_coding	ATM	ATM serine/threonine kinase [Source:NCBI gene;Acc:101803327]	101803327
ENSAPLG00020000405	protein_coding	POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	NA
ENSAPLG00020000406	protein_coding			NA
ENSAPLG00020000407	protein_coding	TMEM86A	transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]	NA
ENSAPLG00020000408	protein_coding			NA
ENSAPLG00020000409	protein_coding	ATG14	autophagy related 14 [Source:NCBI gene;Acc:101790376]	101790376
ENSAPLG00020000410	protein_coding	SLC5A7	solute carrier family 5 member 7 [Source:NCBI gene;Acc:101796359]	101796359
ENSAPLG00020000411	protein_coding			NA
ENSAPLG00020000412	protein_coding	RIN2	sodium/potassium/calcium exchanger 3 [Source:NCBI gene;Acc:101793955]	101793955
ENSAPLG00020000413	protein_coding	RHOV	ras homolog family member V [Source:NCBI gene;Acc:101805428]	101805428
ENSAPLG00020000414	protein_coding	FH	fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]	NA
ENSAPLG00020000415	protein_coding	EIF3D	eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]	NA
ENSAPLG00020000416	protein_coding	GLCCI1	glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]	NA
ENSAPLG00020000417	protein_coding			NA
ENSAPLG00020000418	protein_coding	EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	NA
ENSAPLG00020000419	protein_coding	ABCE1	ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]	NA
ENSAPLG00020000420	protein_coding			NA
ENSAPLG00020000421	protein_coding		NACHT, LRR and PYD domains-containing protein 3 [Source:NCBI gene;Acc:101795933]	101795933
ENSAPLG00020000422	protein_coding	VPS18	VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]	NA
ENSAPLG00020000423	protein_coding			NA
ENSAPLG00020000424	protein_coding	SPTY2D1	SPT2 chromatin protein domain containing 1 [Source:NCBI gene;Acc:101800331]	101800331
ENSAPLG00020000425	protein_coding	EPHB6	EPH receptor B6 [Source:NCBI gene;Acc:101797708]	101797708
ENSAPLG00020000426	protein_coding	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1 [Source:NCBI gene;Acc:106020690]	106020690
ENSAPLG00020000427	protein_coding	PPP3CA	protein phosphatase 3 catalytic subunit alpha [Source:NCBI gene;Acc:101792272]	101792272
ENSAPLG00020000428	protein_coding	TBPL2	TATA-box binding protein like 2 [Source:NCBI gene;Acc:101805356]	101805356
ENSAPLG00020000429	protein_coding	DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]	NA
ENSAPLG00020000430	protein_coding		cell cycle exit and neuronal differentiation 1 [Source:NCBI gene;Acc:101795623]	101795623
ENSAPLG00020000431	protein_coding			NA
ENSAPLG00020000432	protein_coding	RPA3	replication protein A3 [Source:NCBI gene;Acc:101797991]	101797991
ENSAPLG00020000433	protein_coding	PP2D1	protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]	NA
ENSAPLG00020000434	protein_coding			NA
ENSAPLG00020000435	protein_coding		crystallin alpha A [Source:NCBI gene;Acc:101798865]	101798865
ENSAPLG00020000436	protein_coding			NA
ENSAPLG00020000437	protein_coding	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1 [Source:NCBI gene;Acc:101791580]	101791580
ENSAPLG00020000438	protein_coding	CHMP5	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]	NA
ENSAPLG00020000439	protein_coding	DGKI	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]	NA
ENSAPLG00020000440	protein_coding		UEV and lactate/malate dehyrogenase domains [Source:NCBI gene;Acc:101799515]	101799515
ENSAPLG00020000441	protein_coding	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:NCBI gene;Acc:101792211]	101792211
ENSAPLG00020000442	protein_coding	RHEB	Ras homolog, mTORC1 binding [Source:NCBI gene;Acc:101803921]	101803921
ENSAPLG00020000443	protein_coding	MIOS	meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]	NA
ENSAPLG00020000444	protein_coding	KIF25	kinesin family member 25 [Source:HGNC Symbol;Acc:HGNC:6390]	NA
ENSAPLG00020000445	protein_coding	RAB5A	RAB5A, member RAS oncogene family [Source:NCBI gene;Acc:101789931]	101789931
ENSAPLG00020000446	protein_coding			NA
ENSAPLG00020000447	protein_coding			NA
ENSAPLG00020000448	protein_coding	TALDO1	transaldolase 1 [Source:NCBI gene;Acc:101796720]	101796720
ENSAPLG00020000449	protein_coding	BAG1	BAG cochaperone 1 [Source:HGNC Symbol;Acc:HGNC:937]	NA
ENSAPLG00020000450	protein_coding		U2 small nuclear RNA auxiliary factor 1 [Source:NCBI gene;Acc:101798318]	101798318
ENSAPLG00020000451	protein_coding	CRYGN	crystallin gamma N [Source:HGNC Symbol;Acc:HGNC:20458]	NA
ENSAPLG00020000452	protein_coding	CD2AP	CD2 associated protein [Source:NCBI gene;Acc:101790207]	101790207
ENSAPLG00020000453	protein_coding	COL14A1	collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]	NA
ENSAPLG00020000454	protein_coding			NA
ENSAPLG00020000455	protein_coding	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 [Source:NCBI gene;Acc:101797632]	101797632
ENSAPLG00020000456	protein_coding	HHIP	hedgehog interacting protein [Source:NCBI gene;Acc:101794667]	101794667
ENSAPLG00020000457	protein_coding	ZNF830	zinc finger protein 830 [Source:NCBI gene;Acc:101792837]	101792837
ENSAPLG00020000458	protein_coding	GYG2	glycogenin 2 [Source:HGNC Symbol;Acc:HGNC:4700]	NA
ENSAPLG00020000459	protein_coding	INO80	INO80 complex ATPase subunit [Source:NCBI gene;Acc:101792013]	101792013
ENSAPLG00020000460	protein_coding			NA
ENSAPLG00020000461	protein_coding	TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]	NA
ENSAPLG00020000462	protein_coding	SULT1C3	sulfotransferase 1C1 [Source:NCBI gene;Acc:101797216]	101797216
ENSAPLG00020000463	protein_coding	SLC39A12	solute carrier family 39 member 12 [Source:NCBI gene;Acc:101803419]	101803419
ENSAPLG00020000464	protein_coding	C12orf29	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:25322]	NA
ENSAPLG00020000465	protein_coding	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]	NA
ENSAPLG00020000466	protein_coding			NA
ENSAPLG00020000467	protein_coding	ASNS	asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]	NA
ENSAPLG00020000468	protein_coding	NPAT	nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]	NA
ENSAPLG00020000469	protein_coding	KCNH8	potassium voltage-gated channel subfamily H member 8 [Source:HGNC Symbol;Acc:HGNC:18864]	NA
ENSAPLG00020000470	protein_coding	NUB1	negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]	NA
ENSAPLG00020000471	protein_coding	EMCN	endomucin [Source:HGNC Symbol;Acc:HGNC:16041]	NA
ENSAPLG00020000472	protein_coding			NA
ENSAPLG00020000473	pseudogene			NA
ENSAPLG00020000474	protein_coding			NA
ENSAPLG00020000475	protein_coding	C12orf50	chromosome 12 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26665]	NA
ENSAPLG00020000476	protein_coding	ADGRF2	adhesion G protein-coupled receptor F2 [Source:HGNC Symbol;Acc:HGNC:18991]	NA
ENSAPLG00020000477	protein_coding	TAC1	tachykinin precursor 1 [Source:NCBI gene;Acc:101797279]	101797279
ENSAPLG00020000478	protein_coding	EXD1	exonuclease 3'-5' domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28507]	NA
ENSAPLG00020000479	protein_coding	CD9	CD9 molecule [Source:NCBI gene;Acc:101800613]	101800613
ENSAPLG00020000480	protein_coding	LDHA	lactate dehydrogenase A [Source:NCBI gene;Acc:101799210]	101799210
ENSAPLG00020000481	protein_coding	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2 [Source:NCBI gene;Acc:101802285]	101802285
ENSAPLG00020000482	protein_coding			NA
ENSAPLG00020000483	protein_coding	CD99	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	NA
ENSAPLG00020000484	lncRNA			NA
ENSAPLG00020000485	protein_coding	DACT2	dishevelled binding antagonist of beta catenin 2 [Source:HGNC Symbol;Acc:HGNC:21231]	NA
ENSAPLG00020000486	protein_coding	ACAT1	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	NA
ENSAPLG00020000487	protein_coding		succinate dehydrogenase complex assembly factor 3 [Source:NCBI gene;Acc:101797100]	101797100
ENSAPLG00020000488	protein_coding	SATB1	SATB homeobox 1 [Source:NCBI gene;Acc:101792874]	101792874
ENSAPLG00020000489	protein_coding			NA
ENSAPLG00020000490	protein_coding	CENPO	centromere protein O [Source:NCBI gene;Acc:101803579]	101803579
ENSAPLG00020000491	protein_coding			NA
ENSAPLG00020000492	protein_coding	OPN5	opsin 5 [Source:HGNC Symbol;Acc:HGNC:19992]	NA
ENSAPLG00020000493	lncRNA			NA
ENSAPLG00020000494	protein_coding	CHP1	calcineurin like EF-hand protein 1 [Source:NCBI gene;Acc:101791495]	101791495
ENSAPLG00020000495	protein_coding			NA
ENSAPLG00020000496	protein_coding			NA
ENSAPLG00020000497	protein_coding	MGAT4C	MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]	NA
