ensembl_transcript_id	transcript_biotype	hgnc_symbol	description	entrezgene_id
ENSAPLT00020000269	protein_coding	PPP6R2	protein phosphatase 6 regulatory subunit 2 [Source:NCBI gene;Acc:101799955]	101799955
ENSAPLT00020000270	protein_coding	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:16207]	NA
ENSAPLT00020000271	protein_coding	MRPS9	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]	NA
ENSAPLT00020000272	protein_coding			NA
ENSAPLT00020000273	protein_coding	GTF2F2	general transcription factor IIF subunit 2 [Source:NCBI gene;Acc:101801231]	101801231
ENSAPLT00020000274	protein_coding		glutamine amidotransferase like class 1 domain containing 3A [Source:NCBI gene;Acc:101802730]	101802730
ENSAPLT00020000275	protein_coding	CSF2RB	colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]	NA
ENSAPLT00020000276	protein_coding	DPP6	dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]	NA
ENSAPLT00020000277	protein_coding	GPR143	G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:HGNC:20145]	NA
ENSAPLT00020000278	protein_coding	MRPS9	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]	NA
ENSAPLT00020000279	protein_coding		macrophage mannose receptor 1 [Source:NCBI gene;Acc:101801378]	101801378
ENSAPLT00020000280	protein_coding	TTLL2	tubulin tyrosine ligase like 2 [Source:HGNC Symbol;Acc:HGNC:21211]	NA
ENSAPLT00020000281	protein_coding		chaperonin containing TCP1 subunit 7 [Source:NCBI gene;Acc:101793908]	101793908
ENSAPLT00020000282	protein_coding	GUF1	GUF1 homolog, GTPase [Source:NCBI gene;Acc:101801125]	101801125
ENSAPLT00020000283	protein_coding			NA
ENSAPLT00020000284	protein_coding	TBC1D31	TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]	NA
ENSAPLT00020000285	protein_coding	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	NA
ENSAPLT00020000286	protein_coding	PPP6R2	protein phosphatase 6 regulatory subunit 2 [Source:NCBI gene;Acc:101799955]	101799955
ENSAPLT00020000287	protein_coding	MIPOL1	mirror-image polydactyly 1 [Source:NCBI gene;Acc:101792184]	101792184
ENSAPLT00020000288	protein_coding		unc-93 homolog A [Source:NCBI gene;Acc:101799578]	101799578
ENSAPLT00020000289	protein_coding	CSF2RB	colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]	NA
ENSAPLT00020000290	protein_coding			NA
ENSAPLT00020000291	protein_coding		transducin beta like 1 X-linked [Source:NCBI gene;Acc:101794927]	101794927
ENSAPLT00020000292	protein_coding	TGFBRAP1	transforming growth factor beta receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16836]	NA
ENSAPLT00020000293	protein_coding	KCTD4	potassium channel tetramerization domain containing 4 [Source:NCBI gene;Acc:101801037]	101801037
ENSAPLT00020000294	protein_coding	SUPT3H	SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]	NA
ENSAPLT00020000295	protein_coding	CSF2RB	colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]	NA
ENSAPLT00020000296	protein_coding	YIPF7	Yip1 domain family member 7 [Source:NCBI gene;Acc:101800361]	101800361
ENSAPLT00020000297	protein_coding	PRADC1	protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]	NA
ENSAPLT00020000298	protein_coding			NA
ENSAPLT00020000299	snoRNA			NA
ENSAPLT00020000300	protein_coding	TBC1D31	TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]	NA
ENSAPLT00020000301	protein_coding	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	NA
ENSAPLT00020000302	protein_coding			NA
ENSAPLT00020000303	protein_coding			NA
ENSAPLT00020000304	protein_coding	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:16207]	NA
ENSAPLT00020000305	protein_coding	NFKB1	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	NA
ENSAPLT00020000306	protein_coding	TBC1D31	TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]	NA
ENSAPLT00020000307	protein_coding			NA
ENSAPLT00020000308	protein_coding			NA
ENSAPLT00020000309	protein_coding	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	NA
ENSAPLT00020000310	protein_coding	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	NA
ENSAPLT00020000311	protein_coding	CSF2RB	colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]	NA
ENSAPLT00020000312	protein_coding	KCTD8	potassium channel tetramerization domain containing 8 [Source:NCBI gene;Acc:101802420]	101802420
ENSAPLT00020000313	protein_coding	ZNF827	zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]	NA
ENSAPLT00020000314	protein_coding	SUPT3H	SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]	NA
ENSAPLT00020000315	protein_coding			NA
ENSAPLT00020000316	protein_coding	TPT1	tumor protein, translationally-controlled 1 [Source:NCBI gene;Acc:101801417]	101801417
ENSAPLT00020000317	protein_coding	MTCH2	mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]	NA
ENSAPLT00020000318	protein_coding	PHF14	PHD finger protein 14 [Source:NCBI gene;Acc:101791041]	101791041
ENSAPLT00020000319	protein_coding	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]	NA
ENSAPLT00020000320	protein_coding	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	NA
ENSAPLT00020000321	protein_coding	C2orf49	chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772]	NA
ENSAPLT00020000322	protein_coding	MTCH2	mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]	NA
ENSAPLT00020000323	protein_coding	SMYD5	SMYD family member 5 [Source:NCBI gene;Acc:101794813]	101794813
ENSAPLT00020000324	protein_coding	GRXCR1	glutaredoxin and cysteine rich domain containing 1 [Source:NCBI gene;Acc:101802237]	101802237
ENSAPLT00020000325	protein_coding	SUPT3H	SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]	NA
ENSAPLT00020000326	snoRNA			NA
ENSAPLT00020000327	protein_coding			NA
ENSAPLT00020000328	protein_coding	C2orf49	chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772]	NA
ENSAPLT00020000329	protein_coding	ZNF827	zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]	NA
ENSAPLT00020000330	protein_coding			NA
ENSAPLT00020000331	protein_coding	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	NA
ENSAPLT00020000332	protein_coding	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	NA
ENSAPLT00020000333	protein_coding	SLC25A21	solute carrier family 25 member 21 [Source:NCBI gene;Acc:101795620]	101795620
ENSAPLT00020000334	protein_coding			NA
ENSAPLT00020000335	snRNA		U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	NA
ENSAPLT00020000336	protein_coding	DERL1	derlin 1 [Source:HGNC Symbol;Acc:HGNC:28454]	NA
ENSAPLT00020000337	protein_coding	PHF14	PHD finger protein 14 [Source:NCBI gene;Acc:101791041]	101791041
ENSAPLT00020000338	protein_coding			NA
ENSAPLT00020000339	protein_coding	OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	NA
ENSAPLT00020000340	protein_coding	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	NA
ENSAPLT00020000341	protein_coding	NFKB1	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	NA
ENSAPLT00020000342	protein_coding			NA
ENSAPLT00020000343	protein_coding	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]	NA
ENSAPLT00020000344	protein_coding	ZHX2	zinc fingers and homeoboxes 2 [Source:NCBI gene;Acc:101794904]	101794904
ENSAPLT00020000345	protein_coding	PIGH	phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]	NA
ENSAPLT00020000346	protein_coding	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	NA
ENSAPLT00020000347	protein_coding			NA
ENSAPLT00020000348	protein_coding		actin related protein 3B [Source:NCBI gene;Acc:101796775]	101796775
ENSAPLT00020000349	protein_coding	SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:NCBI gene;Acc:101802312]	101802312
ENSAPLT00020000350	protein_coding			NA
ENSAPLT00020000351	protein_coding	PNPLA4	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	NA
ENSAPLT00020000352	protein_coding	HAS2	hyaluronan synthase 2 [Source:NCBI gene;Acc:101798379]	101798379
ENSAPLT00020000353	protein_coding	NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	NA
ENSAPLT00020000354	protein_coding	MMAA	metabolism of cobalamin associated A [Source:NCBI gene;Acc:101796154]	101796154
ENSAPLT00020000355	protein_coding	PHF14	PHD finger protein 14 [Source:NCBI gene;Acc:101791041]	101791041
ENSAPLT00020000356	protein_coding	NCF4	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]	NA
ENSAPLT00020000357	protein_coding			NA
ENSAPLT00020000358	protein_coding	CDC5L	cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]	NA
ENSAPLT00020000359	protein_coding			NA
ENSAPLT00020000360	protein_coding	SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:NCBI gene;Acc:101802312]	101802312
ENSAPLT00020000361	protein_coding	AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	NA
ENSAPLT00020000362	protein_coding	KAT2B	lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]	NA
ENSAPLT00020000363	protein_coding	FHL2	four and a half LIM domains 2 [Source:NCBI gene;Acc:101803397]	101803397
ENSAPLT00020000364	protein_coding		macrophage mannose receptor 1 [Source:NCBI gene;Acc:101801378]	101801378
ENSAPLT00020000365	protein_coding	SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	NA
ENSAPLT00020000366	protein_coding	TERT	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]	NA
ENSAPLT00020000367	protein_coding		actin related protein 3B [Source:NCBI gene;Acc:101796775]	101796775
ENSAPLT00020000368	protein_coding	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	NA
ENSAPLT00020000369	protein_coding	PNPLA4	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	NA
ENSAPLT00020000370	protein_coding	SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:NCBI gene;Acc:101802312]	101802312
ENSAPLT00020000371	protein_coding	FHL2	four and a half LIM domains 2 [Source:NCBI gene;Acc:101803397]	101803397
ENSAPLT00020000372	protein_coding			NA
ENSAPLT00020000373	lncRNA			NA
ENSAPLT00020000374	protein_coding			NA
ENSAPLT00020000375	protein_coding			NA
ENSAPLT00020000376	protein_coding	TERT	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]	NA
ENSAPLT00020000377	protein_coding			NA
ENSAPLT00020000378	protein_coding	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	NA
ENSAPLT00020000379	protein_coding	CFAP61	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]	NA
ENSAPLT00020000380	protein_coding	PAX9	paired box 9 [Source:NCBI gene;Acc:101791975]	101791975
ENSAPLT00020000381	lncRNA			NA
ENSAPLT00020000382	protein_coding	TERT	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]	NA
ENSAPLT00020000383	protein_coding	CABP2	calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1385]	NA
ENSAPLT00020000384	protein_coding	PHF14	PHD finger protein 14 [Source:NCBI gene;Acc:101791041]	101791041
ENSAPLT00020000385	protein_coding			NA
ENSAPLT00020000386	protein_coding			NA
ENSAPLT00020000387	protein_coding	NCK2	NCK adaptor protein 2 [Source:NCBI gene;Acc:101802828]	101802828
ENSAPLT00020000388	pseudogene			NA
ENSAPLT00020000389	protein_coding	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	NA
ENSAPLT00020000390	protein_coding	PAX9	paired box 9 [Source:NCBI gene;Acc:101791975]	101791975
ENSAPLT00020000391	protein_coding	XRCC2	X-ray repair cross complementing 2 [Source:NCBI gene;Acc:101796468]	101796468
ENSAPLT00020000392	protein_coding	TERT	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]	NA
ENSAPLT00020000393	protein_coding			NA
ENSAPLT00020000394	protein_coding	SNTB1	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	NA
ENSAPLT00020000395	protein_coding			NA
ENSAPLT00020000396	protein_coding	XRCC2	X-ray repair cross complementing 2 [Source:NCBI gene;Acc:101796468]	101796468
ENSAPLT00020000397	protein_coding	STS	steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]	NA
ENSAPLT00020000398	protein_coding	FOLH1	folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788]	NA
ENSAPLT00020000399	protein_coding			NA
ENSAPLT00020000400	protein_coding			NA
ENSAPLT00020000401	protein_coding	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	NA
ENSAPLT00020000402	protein_coding	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:NCBI gene;Acc:101802283]	101802283
ENSAPLT00020000403	protein_coding	PAX9	paired box 9 [Source:NCBI gene;Acc:101791975]	101791975
ENSAPLT00020000404	protein_coding	AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	NA
ENSAPLT00020000405	protein_coding	PHF14	PHD finger protein 14 [Source:NCBI gene;Acc:101791041]	101791041
ENSAPLT00020000406	lncRNA			NA
ENSAPLT00020000407	protein_coding	TERT	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]	NA
ENSAPLT00020000408	protein_coding	ARG2	arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]	NA
ENSAPLT00020000409	protein_coding	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	NA
ENSAPLT00020000410	protein_coding			NA
ENSAPLT00020000411	protein_coding			NA
ENSAPLT00020000412	protein_coding	SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	NA
ENSAPLT00020000413	protein_coding	ECRG4	ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642]	NA
ENSAPLT00020000414	protein_coding	SFXN5	sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]	NA
ENSAPLT00020000415	protein_coding	CDK2AP2	cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	NA
ENSAPLT00020000416	protein_coding	NFKB1	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	NA
ENSAPLT00020000417	protein_coding	SMAD1	SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]	NA
ENSAPLT00020000418	protein_coding			NA
ENSAPLT00020000419	protein_coding			NA
ENSAPLT00020000420	protein_coding			NA
ENSAPLT00020000421	protein_coding	ROBO2	roundabout guidance receptor 2 [Source:HGNC Symbol;Acc:HGNC:10250]	NA
ENSAPLT00020000422	protein_coding	NKX2-8	NK2 homeobox 8 [Source:NCBI gene;Acc:113843809]	113843809
ENSAPLT00020000423	protein_coding	PUDP	pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]	NA
ENSAPLT00020000424	protein_coding			NA
ENSAPLT00020000425	lncRNA			NA
ENSAPLT00020000426	protein_coding	PDXK	pyridoxal kinase [Source:NCBI gene;Acc:101792048]	101792048
ENSAPLT00020000427	protein_coding	DRC1	dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]	NA
ENSAPLT00020000428	protein_coding	PUDP	pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]	NA
ENSAPLT00020000429	protein_coding	MTBP	MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417]	NA
ENSAPLT00020000430	protein_coding	DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	NA
ENSAPLT00020000431	protein_coding	PHF14	PHD finger protein 14 [Source:NCBI gene;Acc:101791041]	101791041
ENSAPLT00020000432	protein_coding		opsin-5 [Source:NCBI gene;Acc:101790401]	101790401
ENSAPLT00020000433	protein_coding	NKX2-1	NK2 homeobox 1 [Source:NCBI gene;Acc:101790134]	101790134
ENSAPLT00020000434	protein_coding		macrophage mannose receptor 1 [Source:NCBI gene;Acc:106015064]	106015064
ENSAPLT00020000435	protein_coding	MTBP	MDM2 binding protein [Source:HGNC Symbol;Acc:HGNC:7417]	NA
ENSAPLT00020000436	misc_RNA		Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	NA
ENSAPLT00020000437	protein_coding	CHST1	carbohydrate sulfotransferase 1 [Source:NCBI gene;Acc:101796672]	101796672
ENSAPLT00020000438	lncRNA			NA
ENSAPLT00020000439	protein_coding	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]	NA
ENSAPLT00020000440	protein_coding	VTI1B	vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]	NA
ENSAPLT00020000441	protein_coding			NA
ENSAPLT00020000442	protein_coding	SPR	sepiapterin reductase [Source:NCBI gene;Acc:101791770]	101791770
ENSAPLT00020000443	protein_coding			NA
ENSAPLT00020000444	protein_coding	SLC6A18	solute carrier family 6 member 18 [Source:HGNC Symbol;Acc:HGNC:26441]	NA
ENSAPLT00020000445	pseudogene			NA
ENSAPLT00020000446	protein_coding	AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	NA
ENSAPLT00020000447	protein_coding			NA
ENSAPLT00020000448	protein_coding	MBIP	MAP3K12 binding inhibitory protein 1 [Source:HGNC Symbol;Acc:HGNC:20427]	NA
ENSAPLT00020000449	pseudogene			NA
ENSAPLT00020000450	protein_coding	MMUT	methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]	NA
ENSAPLT00020000451	protein_coding			NA
ENSAPLT00020000452	protein_coding	OTUD4	OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]	NA
ENSAPLT00020000453	protein_coding		solute carrier organic anion transporter family member 1C1 [Source:NCBI gene;Acc:101799801]	101799801
ENSAPLT00020000454	snRNA		U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	NA
ENSAPLT00020000455	protein_coding			NA
ENSAPLT00020000456	protein_coding			NA
ENSAPLT00020000457	protein_coding	PVALB	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]	NA
ENSAPLT00020000458	pseudogene			NA
ENSAPLT00020000459	protein_coding	DRC1	dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]	NA
ENSAPLT00020000460	protein_coding	PVALB	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]	NA
ENSAPLT00020000461	protein_coding	CRNKL1	crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]	NA
ENSAPLT00020000462	protein_coding			NA
ENSAPLT00020000463	protein_coding			NA
ENSAPLT00020000464	protein_coding		solute carrier organic anion transporter family member 1C1 [Source:NCBI gene;Acc:101799801]	101799801
ENSAPLT00020000465	protein_coding		Anas platyrhynchos solute carrier family 6 member 19 (SLC6A19), mRNA. [Source:RefSeq mRNA;Acc:NM_001310802]	101791865
ENSAPLT00020000466	protein_coding	SERPINB5	serpin family B member 5 [Source:NCBI gene;Acc:101802688]	101802688
ENSAPLT00020000467	protein_coding	ZFYVE19	zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]	NA
ENSAPLT00020000468	protein_coding			NA
ENSAPLT00020000469	protein_coding	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875]	NA
ENSAPLT00020000470	protein_coding	SLC39A8	solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]	NA
ENSAPLT00020000471	protein_coding			NA
ENSAPLT00020000472	protein_coding			NA
ENSAPLT00020000473	protein_coding	BRMS1L	BRMS1 like transcriptional repressor [Source:NCBI gene;Acc:101789645]	101789645
ENSAPLT00020000474	protein_coding	CRNKL1	crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]	NA
ENSAPLT00020000475	protein_coding	MRPL13	mitochondrial ribosomal protein L13 [Source:NCBI gene;Acc:106018437]	106018437
ENSAPLT00020000476	protein_coding	UXS1	UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]	NA
ENSAPLT00020000477	protein_coding	NDUFA4	NDUFA4 mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]	NA
ENSAPLT00020000478	protein_coding			NA
ENSAPLT00020000479	protein_coding	IFT27	intraflagellar transport 27 [Source:NCBI gene;Acc:101794994]	101794994
ENSAPLT00020000480	pseudogene			NA
ENSAPLT00020000481	protein_coding	CRNKL1	crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]	NA
ENSAPLT00020000482	protein_coding	HSF2BP	heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]	NA
ENSAPLT00020000483	protein_coding	AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]	NA
ENSAPLT00020000484	protein_coding		transmembrane protein 126A [Source:NCBI gene;Acc:101791655]	101791655
ENSAPLT00020000485	protein_coding	TRIM35	tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]	NA
ENSAPLT00020000486	protein_coding	MRPL13	mitochondrial ribosomal protein L13 [Source:NCBI gene;Acc:106018437]	106018437
ENSAPLT00020000487	protein_coding	CCDC127	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:HGNC:30520]	NA
ENSAPLT00020000488	protein_coding	UXS1	UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729]	NA
